,Tree_ID,Average_Node_Degree,Reply_to_Node_Ratio,Gini_Coefficient,Nestedness_Score,Structural_Entropy
2516,447307750,0.0,0.0,,0.0,0.0
2517,447292203,0.0,0.0,,0.0,0.0
2518,447291864,0.5,0.5,0.5,0.5,1.0
2519,447264209,0.0,0.0,,0.0,0.0
2520,447259761,0.0,0.0,,0.0,0.0
2521,447241235,0.75,0.75,0.25,1.5,2.0
2522,447240768,0.8571428571428571,0.8571428571428571,0.38095238095238093,1.8571428571428572,2.2359263506290326
2523,447222692,0.9090909090909091,0.9090909090909091,0.38181818181818183,3.727272727272727,2.6635327548042547
2524,447222229,0.0,0.0,,0.0,0.0
2525,447214272,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2526,447214017,0.0,0.0,,0.0,0.0
2527,447213445,0.75,0.75,0.75,0.75,0.8112781244591328
2528,447457576,0.5,0.5,0.5,0.5,1.0
2529,447454477,0.0,0.0,,0.0,0.0
2530,447452431,0.0,0.0,,0.0,0.0
2531,447450335,0.0,0.0,,0.0,0.0
2532,447439684,0.0,0.0,,0.0,0.0
2533,447437601,0.0,0.0,,0.0,0.0
2534,447436064,0.9333333333333333,0.9333333333333333,0.8666666666666667,1.2,1.158938532350277
2535,447433276,0.0,0.0,,0.0,0.0
2536,447414382,0.0,0.0,,0.0,0.0
2537,447344203,0.0,0.0,,0.0,0.0
2538,447339850,0.8,0.8,0.5,1.4,1.9219280948873623
2539,447339224,0.0,0.0,,0.0,0.0
2540,447568410,0.8571428571428571,0.8571428571428571,0.6666666666666666,1.4285714285714286,1.8423709931771084
2541,447568273,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.584962500721156
2542,447555039,0.0,0.0,,0.0,0.0
2543,447531074,0.8,0.8,0.5,1.2,1.5219280948873621
2544,447526716,0.0,0.0,,0.0,0.0
2545,447522453,0.0,0.0,,0.0,0.0
2546,447697817,0.0,0.0,,0.0,0.0
2547,447693853,0.0,0.0,,0.0,0.0
2548,447688500,0.0,0.0,,0.0,0.0
2549,447646017,0.0,0.0,,0.0,0.0
2550,447585774,0.5,0.5,0.5,0.5,1.0
2551,447822603,0.75,0.75,0.5833333333333334,1.25,1.5
2552,447821305,0.8,0.8,0.5,1.6,1.9219280948873623
2553,447821217,0.75,0.75,0.25,1.5,2.0
2554,447789502,0.9090909090909091,0.9090909090909091,0.38181818181818183,3.3636363636363638,2.663532754804255
2555,447789495,0.9971014492753624,0.9971014492753624,0.6676777890124705,4.41159420289855,2.3382126677461144
2556,447789486,0.9983766233766234,0.9983766233766234,0.7025789251399007,4.62987012987013,2.2240823576684754
2557,447789484,0.9985294117647059,0.9985294117647059,0.7218119206445465,4.7102941176470585,2.180794007458304
2558,447783055,0.0,0.0,,0.0,0.0
2559,447766318,0.0,0.0,,0.0,0.0
